provider_code,name,status
MF1139,AL JAMAL MEDICAL AND DENTAL CENTRE,ACTIVE
MF1270,AL- JAMAL OPTICALS,ACTIVE
MF2157,AL JAMAL OPTICALS BRANCH 2,ACTIVE
MF1731,AL JAMAL OPTICALS-BRANCH 1,ACTIVE
PF1397,AL JAMAL PHARMACY,ACTIVE
MF2706,AL JANA'AEN PRIMARY SCHOOL CLINIC,ACTIVE
MF1092,AL JASRAIN MEDICAL CENTRE,ACTIVE
MF2780,AL JAWAHERI PRIMARY SCHOOL CLINIC,ACTIVE
MF83,AL JAWHARA DENTAL CLINIC,ACTIVE
MF2634,AL JAWHRAH PRIMARY SCHOOL +KG CLINIC,ACTIVE
MF2679,AL JAZEERA KG CLINIC,ACTIVE
MF3188,AL JAZEERAH MEDICAL CENTER FOR WOMEN & CHILDREN ONE DAY SURGERY,ACTIVE
MF2691,AL JEEL KG CLINIC,ACTIVE
MF2771,AL JENAN KG CLINIC,ACTIVE
MF69,AL JIMI MEDICAL POLYCLINICS,ACTIVE
PF1234,AL JIMI PHARMACY,ACTIVE
MF2859,AL JIMI PRIMARY SCHOOL CLINIC,ACTIVE
MF2853,AL JOOD PRIMARY SCHOOL CLINIC,ACTIVE
MF2889,AL JOORI KG CLINIC,ACTIVE
MF86,AL KAHIRAH EYE CLINIC,ACTIVE
MF87,AL KAMAL MEDICDAL POLY CLINICS- L L C,ACTIVE
PF1177,AL KAMAL PHARMACY,ACTIVE
PF1499,AL KARAMA DRUG STORE,ACTIVE
PF1286,AL KARAMA PHARMACY,ACTIVE
PF1507,AL KAUTHER PHARMACY,ACTIVE
MF1306,AL- KAWTHAR GYNAECOLOGY CLINIC,ACTIVE
MF2755,AL KENDY PRIMARY SCHOOL CLINIC,ACTIVE
MF2096,AL KHABISI PRIMARY HEALTH CARE CENTER,ACTIVE
MF2806,AL KHADHAR PRIMARY SCHOOL CLINIC,ACTIVE
MF1356,AL- KHAIR DENTAL LABORATORY,ACTIVE
PF1326,AL KHAIR PHARMACY,ACTIVE
MF1151,AL KHAJA MIDICAL CENTRE,ACTIVE
PF1298,AL KHALDIYA PHARMACY,ACTIVE
MF2382,AL KHALEEJ FAMILY MEDICINE CLINIC,ACTIVE
PF1526,AL KHALEEJ FAMILY MEDICINE CLINIC PHARMACY,ACTIVE
MF89,AL KHALEEJ MEDICAL CENTRE - WLL,ACTIVE
PF1120,AL KHALEEJ PHARMACY - LLC,ACTIVE
MF610,AL KHALIDYAH CLINIC,ACTIVE
MF2123,AL KHALIL INTERNATIONAL PRIVATE SCHOOL,ACTIVE
MF2776,AL KHAMA'EL PRIMARY MODEL SCHOOL CLINIC,ACTIVE
MF1698,AL KHAN DENTAL CLINIC,ACTIVE
MF668,AL KHATEEB DENTAL CLINIC,ACTIVE
MF1014,AL KHATEM MEDICAL CLINIC,ACTIVE
MF2027,AL KHATIM HEALTH CENTER,ACTIVE
PF1553,AL KHATIM HEALTH CENTER PHARMACY,ACTIVE
PF1307,AL KHATM PHARMACY,ACTIVE
MF2985,AL KHAWARZMI SPECIALIZED HOSPITAL,ACTIVE
PF1217,AL KHAYYAM PHARMACY,ACTIVE
PF1611,AL KHAZNA HEALTH CENTER PHARMACY,ACTIVE
MF91,AL KHAZNA MEDICAL CLINIC,ACTIVE
PF1302,AL KHAZNA PHARMACY,ACTIVE
MF2092,AL KHAZNAH PRIMARY HEALTH CARE CENTER,ACTIVE
MF2795,AL KHAZNAH PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2712,AL KHETEM PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2111,AL KHUBAIRAT COMMUNITY SCHOOL CLINIC,ACTIVE
MF1847,AL KINAN DENTAL MEDICAL CLINIC,ACTIVE
MF1754,AL KUBAIRAH MEDICAL CENTRE,ACTIVE
MF2900,AL LA'ALEI PRIMARY MODEL SCHOOL CLINIC,ACTIVE
MF2484,AL LEWAA MEDICAL CENTER,ACTIVE
MF1153,AL LOELOE OPTICALS,ACTIVE
MF2677,AL LOULO PRIMARY SCHOOL CLINIC,ACTIVE
MF2391,AL LULU ISLAND CLINIC,ACTIVE
MF3275,AL LULU NURSERY CLINIC,ACTIVE
MF2867,AL MAAHAD AL ISLAMI CLINIC,ACTIVE
MF2927,AL MAALI MEDICAL POYCLINIC,ACTIVE
MF2872,AL MAALI PRIMARY MODEL SCHOOL,ACTIVE
MF2794,AL MABADEA PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2161,AL MADAAR AL DAWALEIA AL KHASA SCHOOL CLINIC L.L.C,ACTIVE
MF3031,AL MADAR INTERNATIONAL HOSPITAL,ACTIVE
MF1908,AL MADAR MEDICAL CENTER,ACTIVE
MF2426,AL MADAR MEDICAL CENTER - BRANCH,ACTIVE
PF2520,AL MADAR MEDICAL CENTER PHARMACY,ACTIVE
MF2383,AL MADINA URGENT CARE CENTER,ACTIVE
PF1528,AL MADINA URGENT CARE CENTER PHARMACY,ACTIVE
MF2394,AL MAFRAQ DENTAL CENTER,ACTIVE
PF1618,AL MAFRAQ DENTAL CENTER PHARMACY,ACTIVE
MF2006,AL MAFRAQ HOSPITAL,ACTIVE
MF93,AL MAFRAQ MEDICAL CENTRE,ACTIVE
PF1060,AL MAFRAQ PHARMACY,ACTIVE
MF2654,AL MAFRAQ SECONDARY SCHOOL CLINIC,ACTIVE
PF1357,AL MAFRAQ TOWER PHARMACY,ACTIVE
MF2684,AL MAHA PRIMARY SCHOOL CLINIC,ACTIVE
MF1217,AL MAHABBA DENTAL CLINIC,ACTIVE
MF2733,AL MAHABBAH KG CLINIC,ACTIVE
MF95,AL MAHDI MEDICAL CLINIC,ACTIVE
PF1211,AL MAJD PHARMACY,ACTIVE
MF1781,AL MALAK DENTAL  AND ORTHODONTIC POLYCLINIC L.L.C,ACTIVE
MF2619,AL MALI INTERNATIONAL PRIVATE SCHOOL CLINIC-BRANCH,ACTIVE
MF2988,AL MANAHIL PRIVATE SCHOOL CLINIC,ACTIVE
MF2070,AL MANAL DENTAL CENTER,ACTIVE
PF1312,AL MANAL PHARMACY,ACTIVE
MF753,AL MANAMA MEDICAL CLINIC,ACTIVE
MF1243,AL MANAR SPECIALIZED CLINIC,ACTIVE
MF756,AL MANARA DENTAL CLINIC - L L C,ACTIVE
PF1748,AL MANARA INTERNATIONAL PHARMACY,ACTIVE
PF1284,AL MANARA NEW  PHARMACY,ACTIVE
PF1153,AL MANARA PHARMACY,ACTIVE
PF1091,AL MANARA PHARMACY - AL AIN BRANCH,ACTIVE
PF2528,AL MANARA PHARMACY - KHALIFA CITY,ACTIVE
PF1170,AL MANARA PHARMACY ABU DHABI MALL,ACTIVE
PF2538,AL MANARA PHARMACY BAWADI MALL,ACTIVE
PF1289,AL MANARA PHARMACY LIWA CENTER,ACTIVE
PF1404,AL MANARA PHARMACY MARINA MALL,ACTIVE
MF1988,AL MANARA PRIVATE SCHOOL CLINIC,ACTIVE
MF2854,AL MANASEER SECONDARY SCHOOL CLINIC,ACTIVE
MF2384,AL MANHAL FAMILY MEDICINE CLINIC,ACTIVE
PF1525,AL MANHAL FAMILY MEDICINE CLINIC PHARMACY,ACTIVE
MF2112,AL MANHAL INTERNATONAL PRIVATE SCHOOL CLINIC,ACTIVE
MF100,AL MANSOOR MEDICAL CLINIC,ACTIVE
MF2095,AL MAQAM PRIMARY HEALTH CARE CENTER,ACTIVE
PF1564,AL MAQAM PRIMARY HEALTH CARE CENTER PHARMACY,ACTIVE
MF2898,AL MAQAM SECONDARY SCHOOL CLINIC,ACTIVE
PF1590,AL MAQTA PHARMACY,ACTIVE
PF1550,AL MAQTAA HEALTHCARE CENTER PHARMACY,ACTIVE
MF2855,AL MARAH KG CLINIC,ACTIVE
MF103,AL MARFA AL AHLI MEDICAL CENTRE,ACTIVE
PF1236,AL MARFA AL AHLIA PHARMACY,ACTIVE
MF333,AL MARFA SPECIALIZED CLINIC,ACTIVE
MF2782,AL MARFA'A PRIMARY SCHOOL CLINIC,ACTIVE
MF1553,AL MARIA MEDICAL CENTRE,ACTIVE
PF1117,AL MARIA MEDICAL STORE,ACTIVE
PF1328,AL MARINA PHARMACY-L.L.C.,ACTIVE
PF1042,AL MARWA PHARMACY,ACTIVE
MF2658,AL MARWAH PRIMARY SCHOOL CLINIC,ACTIVE
MF2865,AL MASEERA PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2750,AL MASHAAL KG CLINIC,ACTIVE
MF2293,AL MASHAIL NATIONAL PRIVATE SCHOOL,ACTIVE
MF2458,AL MASHRIQ LIBANIS & FRANCIS HOSPITAL,ACTIVE
MF2879,AL MASOUDI PRIMARY  SCHOOL CLINIC,ACTIVE
MF2085,AL MASOUDI PRIMARY HEALTH CARE CENTER,ACTIVE
MF1013,AL MASSA MEDICAL CENTRE,ACTIVE
MF2690,AL MAWAHEB MODEL SCHOOL CLINIC,ACTIVE
MF1878,AL MAWASA SPECIALIZED HOSPITAL,ACTIVE
PF1299,AL MAZROEI PHARMACY,ACTIVE
PF1093,AL MAZROUI MEDICAL & CHEMICAL SUPPLIES WAREHOUSE,ACTIVE
MF2431,AL MAZROUI MEDICAL CLINIC,ACTIVE
MF2436,AL MAZROUI MEDICAL CLINIC - ALTAWILA,ACTIVE
PF1118,AL MAZROUI PHARMACY - BRANCH,ACTIVE
MF2917,AL MESK KG CLINIC,ACTIVE
PF1760,AL MIDIAFF INTERNATIONAL CO. L L C,ACTIVE
MF1161,AL MIRAGE MEDICAL CLINIC,ACTIVE
MF1410,AL MIZZAN NATUROPATHY HEALTH CENTRE,ACTIVE
MF2671,AL MOATASEM PRIMARY SCHOOL CLINIC,ACTIVE
PF1212,AL MOAYAD PHARMACY,ACTIVE
MF2741,AL MOGHIRA BIN SHOABA SCHOOL CLINIC,ACTIVE
MF1806,AL MOHAIRY SPECIALIZED HOSPITAL,ACTIVE
MF2713,AL MONTAHA SECONDARY SCHOOL CLINIC,ACTIVE
MF2768,AL MORJAN KG CLINIC,ACTIVE
MF2659,AL MOSTAQBAL PRIMARY MODEL SCHOOL CLINIC,ACTIVE
MF2739,AL MOTTAHIDA PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2649,AL MOZDALEFA PRIMARY SCHOOL CLINIC,ACTIVE
PF1163,AL MULLA PHARMACY,ACTIVE
PF2587,AL MUNEERA PHARMACY,ACTIVE
MF1517,AL MUSA MEDICALCLINIC,ACTIVE
MF108,AL MUSAFFAH AL ALHLI MEDICAL CENTRE,ACTIVE
MF2956,AL MUSAFFAH AL ALHLI MEDICAL CENTRE - BRANCH,ACTIVE
PF1214,AL MUSAFFAH PHARMACY,ACTIVE
MF2385,AL MUSHRIF FAMILY MEDICINE CLINIC,ACTIVE
PF1529,AL MUSHRIF FAMILY MEDICINE CLINIC PHARMACY,ACTIVE
PF1154,AL MUSHRIF PHARMACY W L L,ACTIVE
MF2640,AL MUSHRIF PRIMARY SCHOOL CLINIC,ACTIVE
MF2648,AL MUTANABBI SECONDARY SCHOOL CLINIC,ACTIVE
PF1518,AL MUTAREDH PHARMACY,ACTIVE
PF1288,AL MUWAIJI PHARMACY,ACTIVE
PF1705,AL MUWAILIH PHARMACY LLC,ACTIVE
MF2089,AL MUWEIJI PRIMARY HEALTH CARE CENTER,ACTIVE
PF1565,AL MUWEIJI PRIMARY HEALTH CARE CENTER PHARMACY,ACTIVE
MF1081,AL MUZAINA DENTAL CLINIC,ACTIVE
PF1189,AL NADA PHARMACY,ACTIVE
MF2907,AL NAEEM SECONDARY SCHOOL CLINIC,ACTIVE
MF2205,AL NAHDA BOYS NATIONAL SCHOOL CLINIC,ACTIVE
MF2034,AL NAHDA HEALTH CENTER,ACTIVE
PF1520,AL NAHDA HEALTH CENTER PHARMACY,ACTIVE
MF2206,AL NAHDA NATIONAL PRIVATE SCHOOL (GIRLS),ACTIVE
PF1292,AL NAHDA PHARMACY,ACTIVE
MF2766,AL NAHRAWAN PRIMARY SCHOOL CLINIC,ACTIVE
PF1524,AL NAHYAN PRIMARY HEALTH CARE CENTER PHARMACY,ACTIVE
MF2846,AL NAHYANIYYAH PRIMARY MODEL  SCHOOL CLINIC,ACTIVE
MF111,AL NAJAH MEDICAL CLINIC,ACTIVE
PF1206,AL NAJAH PHARMACY,ACTIVE
MF3218,AL NAJAH PRIVATE REHABILITATION CENTER,ACTIVE
MF2269,AL NAJAH PRIVATE SCHOOL CLINIC,ACTIVE
MF1289,AL NASEEB MEDICAL CLINIC,ACTIVE
MF2982,AL NASEEHA CLINIC,ACTIVE
MF2210,AL NASHEA AL SALEH SCHOOL & KINDERGARTEN CLINIC,ACTIVE
PF1045,AL NASR PHARMACY - LLC,ACTIVE
MF113,AL NASSEEM CLINIC,ACTIVE
MF2725,AL NASSR KG CLINIC,ACTIVE
MF2705,AL NAWAWI SECONDARY SCHOOL CLINIC,ACTIVE
MF1431,AL- NAWRAS' PHYSIOTHER-PAY CENTRE,ACTIVE
MF2379,AL NAYHAN PRIMARY HEALTH CARE CENTER,ACTIVE
MF2167,AL NEBRAS DENTAL CLINIC,ACTIVE
MF2818,AL NEBRAS PRIMARY SCHOOL CLINIC,ACTIVE
MF971,AL NEELAIN SPECIALIZED MEDICAL CLINIC,ACTIVE
MF2094,AL NIYADAT PRIMARY HEALTH CARE CENTER,ACTIVE
PF1561,AL NIYADAT PRIMARY HEALTH CARE CENTER PHARMACY,ACTIVE
MF118,AL NOOR  MEDICAL COMPANY - AL NOOR  HOSPITAL,ACTIVE
PF1207,AL NOOR AL MUSAFFAH PHARMACY,ACTIVE
MF3087,AL NOOR FAMILY CARE CENTER - ALMAMORA,ACTIVE
MF1328,AL- NOOR HOSPITAL  CLINICS -  MADINAT  ZAYED,ACTIVE
MF1240,AL NOOR HOSPITAL CLINICS - AL  MUSSAFFAH,ACTIVE
MF3200,AL NOOR HOSPITAL CLINICS - AL MAFRAQ,ACTIVE
MF3180,AL NOOR HOSPITAL CLINICS - ALAIN - AL-YAHAR BRACH,ACTIVE
MF2607,AL NOOR HOSPITAL DAY CASE SURGERY.,ACTIVE
PF1544,AL NOOR HOSPITAL PHARMACY,ACTIVE
MF2996,AL NOOR HOSPITAL SPECIALITY CLINICS - ALMIRFA,ACTIVE
MF3080,AL NOOR HOSPITAL SPECIALITY CLINICS- AL MUSAFAH,ACTIVE
MF2225,AL NOOR INDIAN ISLAMIC PRIVATE SCHOOL CLINIC L L C,ACTIVE
MF119,AL NOOR MEDICAL CENTER - WLL,ACTIVE
MF1589,AL NOOR MEDICAL COMPANY - AL NOOR HOSPITAL - L L C - BRANCH,ACTIVE
PF1391,AL NOOR MEDICAL COMPANY  AL NOOR PHARMACY - L L C - BRANCH,ACTIVE
PF1630,AL NOOR MEDICAL COMPANY- AL NOOR PHARMACY INPATIENT- BRANCH,ACTIVE
MF3039,AL NOOR MEDICAL COMPANY-AL NOOR HOSPITAL - FERTILITY CENTER,ACTIVE
PF1310,AL NOOR NEW PHARMACY,ACTIVE
PF2576,AL NOOR PH LLC BR.2 MIDTOWN (AL NOOR),ACTIVE
PF1622,AL NOOR PHARMACY  - MID TOWN,ACTIVE
PF1756,AL NOOR PHARMACY - ALMARFA 2,ACTIVE
PF1465,AL NOOR PHARMACY - ALMUSAFFAH 2,ACTIVE
PF1144,AL NOOR PHARMACY - HAMDAN,ACTIVE
PF1609,AL NOOR PHARMACY - MADINAT ZAYED 2,ACTIVE
PF1707,AL NOOR PHARMACY - MID TOWN - AL-YAHAR BRANCH,ACTIVE
PF1337,AL NOOR PHARMACY MADINAT ZAYED,ACTIVE
MF2673,AL NOOR PRIMARY SCHOOL CLINIC,ACTIVE
PF1054,AL NOOR STORE- L.L.C,ACTIVE
MF2756,AL NOZHA PRIMARY SCHOOL CLINIC,ACTIVE
PF1281,AL NUAIMI PHARMACY,ACTIVE
MF2639,AL QADESYAH SECONDARY SCHOOL CLINIC,ACTIVE
PF1641,AL QADI ADVANCED PHARMACY-LLC,ACTIVE
PF1020,AL QADI PHARMACY & ESTABLISHMENT. L.L.C.,ACTIVE
MF2758,AL QARM PRIMARY SCHOOL CLINIC,ACTIVE
MF2830,AL QATTARAH PRIMARY SCHOOL CLINIC,ACTIVE
MF2686,AL QEMMA PRIMARY SCHOOL CLINIC,ACTIVE
MF2896,AL QOUA SECONDARY SCHOOL CLINIC,ACTIVE
PF1283,AL QUA PHARMACY,ACTIVE
MF2107,AL QUAA PRIMARY HEALTH CARE CENTER,ACTIVE
PF1567,AL QUAA PRIMARY HEALTH CARE CENTER PHARMACY,ACTIVE
MF1786,AL QUDS SPECIALIZED DENTAL CENTER,ACTIVE
MF122,AL QUDWAH MEDICAL CENTER,ACTIVE
MF554,AL RAAYA SPECIALIZED MEDICAL CENTER,ACTIVE
MF1993,AL RABEEH PRIVATE SCHOOL CLINIC,ACTIVE
MF570,AL RAEY MEDICAL CLINIC,ACTIVE
MF2121,AL RAFA MEDICAL CENTER L.L.C,ACTIVE
MF1929,AL RAFA POLY CLINIC L L C,ACTIVE
MF2507,AL RAFIDAIN MEDICAL CENTER- LLC,ACTIVE
MF254,AL RAHA HOSPITAL LLC,ACTIVE
PF1593,AL RAHA HOSPITAL PHARMACY LLC,ACTIVE
MF2323,AL RAHA INTERNATIONAL HOSPITAL,ACTIVE
MF534,AL RAHAT MEDICAL CENTRE,ACTIVE
MF1436,AL RAHBA AL AHLI MEDICAL CENTRE,ACTIVE
MF616,AL RAHBA DENTAL MEDICAL CLINIC,ACTIVE
MF2003,AL RAHBA HOSPITAL,ACTIVE
PF1687,AL RAHBA HOSPITAL DRUG STORE,ACTIVE
PF1546,AL RAHBA HOSPITAL PHARMACY - INPATIENT PHARMACY,ACTIVE
PF1545,AL RAHBA HOSPITAL PHARMACY - OUTPATIENT PHARMACY,ACTIVE
MF2703,AL RAHBA PRIMARY SCHOOL CLINIC,ACTIVE
MF2884,AL RAHEEL PRIMARY SCHOOL CLINIC,ACTIVE
MF1199,AL RAHMA CHINESE MEDICAL NATURAL TREATMENT CENTRE,ACTIVE
PF1246,AL RAHMA PHARMACY,ACTIVE
PF1182,AL RAHMAH NEW PHARMACY,ACTIVE
PF1678,AL RAI PHARMACY,ACTIVE
MF2537,AL RAID MEDICAL CENTRE - AL AIN BRANCH,ACTIVE
PF1247,AL RAJAA PHARMACY,ACTIVE
MF1693,AL RANEEN MEDICAL CENTRE,ACTIVE
MF2890,AL RAQIAH PRIMARY SCHOOL CLINIC,ACTIVE
MF1980,AL RAWAFED PRIVATE SCHOOL CLINIC,ACTIVE
MF2432,AL RAWDAH GERMAN MEDICAL CENTER - L L C,ACTIVE
MF2877,AL RAYAHEEN KG CLINIC,ACTIVE
MF2402,AL RAYAN HOSPITAL,ACTIVE
MF429,AL RAYASHI DENTAL CENTER,ACTIVE
MF1340,AL RAYYAN MEDICAL CLINIC,ACTIVE
MF2160,AL RAYYAN NATIONAL PRIVATE  SCHOOL CLINIC,ACTIVE
PF1439,AL RAYYAN PHARMACY,ACTIVE
MF201,AL RAZI CITY MEDICAL CENTER,ACTIVE
MF1149,AL RAZI DIAGNOSTIC CENTRE,ACTIVE
PF1026,AL RAZI PHARMACEUTICALS COMPANY - W L L,ACTIVE
PF1047,AL RAZI PHARMACEUTICALS COMPANY - WLL,ACTIVE
PF1661,AL RAZI PHARMACEUTICALS COMPANY LLC BRANCH 1,ACTIVE
MF3121,AL RAZI PHARMACEUTICALS COMPANY -WLL,ACTIVE
PF1264,AL REAYA PHARMACY,ACTIVE
MF1397,AL- REEF DENTAL CLINC,ACTIVE
MF1751,AL REEF INTERNAIONAL HOSPITAL,ACTIVE
PF1388,AL REEF INTERNATIONAL HOSPITAL PHARMACY     L L C,ACTIVE
MF2709,AL REEF PRIMARY SCHOOL CLINIC,ACTIVE
MF2875,AL REEM KG CLINIC,ACTIVE
MF2668,AL REEM MODEL SCHOOL CLINIC,ACTIVE
MF2838,AL REFAAH PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2699,AL REHAB PRIMARY SCHOOL CLINIC,ACTIVE
MF2139,AL RESALA MEDICAL CENTRE,ACTIVE
MF2861,AL RESALAH PRIMARY SECONDARY  SCHOOL CLINIC,ACTIVE
MF1830,AL REYADA  MEDICAL CENTRE,ACTIVE
PF1027,AL RIDA PHARMACY,ACTIVE
MF1780,AL RIDA SPECIALIZED HOSPITAL,ACTIVE
PF1125,AL RODA PHARMACY,ACTIVE
MF1656,AL ROWAD MEDICAL COMPLEX,ACTIVE
MF2770,AL ROWAIS PRIMARY SCHOOL CLINIC,ACTIVE
MF2386,AL ROWDA FAMILY MEDICINE CLINIC,ACTIVE
PF1530,AL ROWDA FAMILY MEDICINE CLINIC PHARMACY,ACTIVE
MF2660,AL RUDWAN KG CLINIC,ACTIVE
MF2698,AL RUWAAD PRIMARY SECONDARY MODEL SCHOOL CLINIC,ACTIVE
PF1399,AL RUWAIS PHARMACY,ACTIVE
MF2913,AL SAAD SECONDARY SCHOOL CLINIC,ACTIVE
MF1197,AL SAADA MEDICAL CLINIC,ACTIVE
PF1063,AL SAADA MEDICAL STORES & SUPPLIES - LLC,ACTIVE
PF1179,AL SAADA PHARMACY,ACTIVE
MF2429,AL SAADIYAT HOSPITAL,ACTIVE
MF2987,AL SAD PRIVATE SCHOOL CLINIC,ACTIVE
MF2814,AL SADARAH PRIMARY MODEL SCHOOL CLINIC,ACTIVE
MF2697,AL SADES MIN AUGHOSTOS (6TH OF AUGUST) PRIMARY SCHOOL CLINIC,ACTIVE
MF581,AL SADIQ MEDICAL CENTRE,ACTIVE
PF1085,AL SADIQ PHARMACY,ACTIVE
PF1335,AL SAFA PHARMACY,ACTIVE
MF2170,AL SAFWA PRIVATE SCHOOL L.L.C,ACTIVE
MF1132,AL SAFWA SPECIALZIED DENTAL CENTER,ACTIVE
MF2791,AL SAHAB KG CLINIC,ACTIVE
PF2613,AL SAHAB PHARMACY,ACTIVE
PF1132,AL SALAH PHARMACY,ACTIVE
MF2847,AL SALAH PRIMARY SCHOOL CLINIC,ACTIVE
MF2390,AL SALAM CLINIC,ACTIVE
MF2143,AL SALAM ENGLISH PRIVATE SCHOOL CLINIC,ACTIVE
MF2494,AL SALAM GROUP FOR HEALTH CARE L.L.C,ACTIVE
MF2501,AL SALAM INTERNATIONAL CENTER FOR ONE DAY SURGERY,ACTIVE
MF1361,AL- SALAM OPTICS,ACTIVE
MF583,AL SALAMA CLINIC - L L C,ACTIVE
MF641,AL SALAMA CLINIC - MEDICAL CONSULTANT,ACTIVE
MF131,AL SALAMA HOSPITAL,ACTIVE
PF1259,AL SALAMA HOSPITAL PHARMACY,ACTIVE
PF1597,AL SALAMA HOSPITAL PHARMACY INPATIENT,ACTIVE
PF1743,AL SALAMA ONE DAY SURGERY  CENTER PHARMACY,ACTIVE
MF2398,AL SALAMA ONE DAY SURGERY CENTER,ACTIVE
PF1008,AL SALAMAT PHARMACY,ACTIVE
MF2858,AL SALAMAT PRIMARY SCHOOL CLINIC,ACTIVE
MF1283,AL SAMAH DENTAL CLINIC,ACTIVE
MF2680,AL SAMALIA PRIMARY SCHOOL CLINIC,ACTIVE
MF2678,AL SAMEEH PRIMARY SCHOOL CLINIC,ACTIVE
PF1334,AL SAMHA PHARMACY,ACTIVE
MF2652,AL SAMHA SECONDARY SCHOOL CLINIC,ACTIVE
MF2796,AL SANABEL PRIMARY SCHOOL CLINIC,ACTIVE
MF2220,AL SANAWBAR SCHOOL CLINIC,ACTIVE
MF133,AL SAQI MEDICAL POLY CLINIC - LLC,ACTIVE
MF2883,AL SARIYAH PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2852,AL SAROOJ SECONDARY SCHOOL CLINIC,ACTIVE
MF2868,AL SAWSAN KG CLINIC,ACTIVE
PF1128,AL SEDDIQUE PHARMACY,ACTIVE
MF2312,AL SEDDIQUE PRIVATE SCHOOL CLINIC,ACTIVE
MF2785,AL SEDDIQUE SCHOOL CLINIC,ACTIVE
MF2778,AL SELAA PRIMARY SCHOOL CLINIC,ACTIVE
PF1171,AL SENAEYA PHARMACY,ACTIVE
MF2761,AL SERAJ PRIMARY SCHOOL CLINIC,ACTIVE
MF136,AL SHAAB MEDICAL CLINIC,ACTIVE
PF1220,AL SHAAB PHARMACY - WLL,ACTIVE
MF1602,AL SHABIYA DENTAL CLINIC,ACTIVE
PF1646,AL SHAFAR PHARMACY LLC,ACTIVE
PF1330,AL SHAHAB PHARMACY,ACTIVE
MF2515,AL SHAHAMA AMBULATORY HEALTHCARE CENTRE,ACTIVE
MF137,AL SHAHAMA MEDICAL CENTRE,ACTIVE
MF2718,AL SHAHAMA SECONDARY SCHOOL CLINIC,ACTIVE
MF2836,AL SHAHEEN PRIMARY SCHOOL CLINIC,ACTIVE
MF140,AL SHAM DENTAL CLINIC,ACTIVE
PF1204,AL SHAM PHARMACY L L C,ACTIVE
MF2514,AL SHAMKHA AMBULATORY HEALTHCRAE CENTRE,ACTIVE
MF2636,AL SHAMKHA KG CLINIC,ACTIVE
MF141,AL SHANTI CLINIC,ACTIVE
MF2757,AL SHATEBI PRIMARY SCHOOL CLINIC,ACTIVE
MF2759,AL SHATHA KG CLINIC,ACTIVE
MF2628,AL SHAWAMEKH PRIMARY SCHOOL CLINIC,ACTIVE
MF2946,AL SHAWAMEKH SPECIALISED HOSPITAL,ACTIVE
PF1354,AL SHAWAMIKH PHARMACY,ACTIVE
MF2857,AL SHERAA PRIMARY SCHOOL CLINIC,ACTIVE
MF143,AL SHIFA MEDICAL CLINIC,ACTIVE
PF1024,AL SHIFAA PHARMACY,ACTIVE
MF2828,AL SHIYAM PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2911,AL SHOAA KG CLINIC,ACTIVE
MF2232,AL SHOHUB PRIVATE SCHOOL CLINIC,ACTIVE
MF1307,AL- SHOROUQ'S CENTRE FOR MASSAGE,ACTIVE
MF2910,AL SHOWAIB PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF19,AL SHUAA MEDICAL CENTRE,ACTIVE
MF2098,AL SHUEIB PRIMARY HEALTH CARE CENTER,ACTIVE
MF2296,AL SHUMOOA PRIVATE SCHOOL CLINIC,ACTIVE
PF1216,AL SILA PHARMACY,ACTIVE
PF1603,AL SINAEYA STORE BELONGS TO TAWAM HOSPITAL,ACTIVE
MF2695,AL SOQOOR PRIMARY MODEL  SCHOOL CLINIC,ACTIVE
MF2751,AL SOROOR KG CLINIC,ACTIVE
MF3211,AL SOROUH AMERICAN SCHOOL CLINIC,ACTIVE
MF1435,AL SROOR HOSPITAL,ACTIVE
MF1550,AL SROUR DENTAL CLINIC,ACTIVE
MF2124,AL SULTAN ADVANCED MEDICAL CLINICS,ACTIVE
MF2954,AL SULTAN OPTICS,ACTIVE
MF2145,AL TAAWAN PRIVATE SCHOOL - LLC CLINIC,ACTIVE
MF2179,AL TAAWAN PRIVATE SCHOOL-LLC-BRANCH CLINIC,ACTIVE
MF2692,AL TAAWUN PRIMARY SCHOOL CLINIC,ACTIVE
MF2544,AL TAFANI HOSPITAL,ACTIVE
MF2908,AL TAFAWWOQ PRIMARY MODEL SCHOOL CLINIC,ACTIVE
MF2708,AL TAFAWWOQ PRIMARY SCHOOL CLINIC,ACTIVE
PF1159,AL TAHANI PHARMACY,ACTIVE
MF2485,AL TAIE MEDICAL CENTER LLC,ACTIVE
PF1258,AL TAIF PHARMACY,ACTIVE
MF1897,AL TAJ MEDICAL LABORATORY,ACTIVE
PF2568,AL TAKAMUL PHARMACY,ACTIVE
MF2862,AL TALEAA PRIMARY SECONDARY SCHOOL CLINIC,ACTIVE
MF2643,AL TALEAA SECONDARY SCHOOL CLINIC,ACTIVE
MF2921,AL TAMAYYOZ PRIMAY MODEL SCHOOL CLINIC,ACTIVE
