code,description,type
3797-204103-1141,VERAPAMIL,5
3397-682301-1001,POTASSIUM PHOSPHATE,5
3397-248904-1001,POTASSIUM ACETATE,5
3056-181507-1171,FERROUS SULPHATE,5
3265-137902-1022,CALCITRIOL 1MCG/ML INJECTION,5
3798-676804-1022,JEXT 300,5
3799-229202-1171,FERROUS GLUCONATE,5
3060-164107-1381,METFORMIN HCL SF,5
3800-172214-1021,LIDOCAINE 1%  WITH ADRENALINE 1:200000,5
3801-302301-1021,BRICANYL,5
3802-286605-1021,SILDENAFIL 10 MG/12.5 ML INJECTION,5
3558-142309-1175,CATAPRES,5
3803-117703-1021,SCOLAX,5
3804-121109-4151,RANITIDINE 75MG/5ML ORAL SOLUTION  SUGAR FREE,5
3805-273405-4161,TAMIFLU,5
3805-144405-4161,CELLCEPT,5
3806-653101-1381,CAFFEINE CITRATE 60MG/3ML ORAL SOLUTION,5
3807-261701-0451,SABRIL,5
3808-138703-1021,CALCIUM EDETATE 5% 500MG/10ML INJECTION,5
3809-375201-1022,KINERET,5
3810-101804-1381,KIDCAP,5
3810-146802-0061,CHOLIC ACID 250MG CAPSULES,5
3054-675202-1021,FOSPHENYTOIN,5
3386-241309-1171,PHENOXYMETHYL PENICILLIN,5
3815-686001-0801,SOMATOSTATIN EUMEDICA 0.25MG IV,5
1267-118511-1112,MAALOX,5
2818-157103-1701,VIRGAN 1.5MG/G,5
0219-119201-0801,FETAZIM 1GM,5
3815-686002-0801,SOMATOSTATIN EUMEDICA 3 MG IV,5
0191-681901-1111,BESIVANCE,5
0137-286601-0391,SILAFIL 50MG,5
0250-682001-3851,BETADINE COLD DEFENCE CHILDREN'S NASAL SPRAY,5
2739-223603-1171,NAVELA 1.5MG,5
2739-347101-0391,DROSPERA,5
0435-370802-1111,GAVISCON INFANT,5
2476-359405-1171,CARE+ SENNA TABLET,5
2438-157601-1172,CYTOTEC,5
0049-214703-0372,LUMIGAN 0.1MG/ML,5
3816-682501-1481,VASCEPA,5
0880-155602-0391,ROVISTA 10,5
0880-155603-0391,ROVISTA 40,5
0745-349105-1481,NATURE'S BOUNTY FISH OIL,5
0745-364301-0971,NATURE'S BOUNTY E-400 IU PLUS SELENIUM 50 MCG,5
0745-228303-0971,NATURE'S BOUNTY EVENING PRIMROSE OIL,5
1512-682901-0551,FRESUBIN 2 KCAL DRINK FLAVOUR CAPPUCCINO,5
1512-683401-0551,FRESUBIN 2 KCAL FIBRE DRINK FLAVOUR CHOCOLATE,5
0219-119203-0801,FETAZIM 2GM,5
3475-192201-1021,ROBINUL,5
3817-683501-1451,EVEXFELIPO,5
0067-286603-0391,VILNA 100MG,5
2862-147502-0391,ESTILO 10MG,5
1401-122303-0391,NEXETOR 90,5
1401-122302-0391,NEXETOR 120,5
1401-122301-0391,NEXETOR 60,5
1319-207401-1021,TRANDATE INJECTION 5MG/ML,5
1796-683601-1171,DISTEM,5
1796-683701-0451,FERROPROTINA 40MG,5
3160-158802-1171,PREMARIN,5
3818-118602-3581,IMMUNORHO 300 MCG,5
3160-194801-1023,HEMABATE,5
0205-348806-1161,VIMPAT 10MG/ML,5
0205-683801-0391,BRIVIACT 50MG,5
0205-683802-0391,BRIVIACT 25MG,5
0205-683803-1381,BRIVIACT 10MG/ML,5
0205-683804-0391,BRIVIACT 10MG,5
3071-117705-1021,LYSTHENON,5
1195-684001-0431,JOINTACE GEL,5
0250-392407-0371,BETADINE SOOTHING RELIEF EYE ALLERGY,5
0250-392407-0372,BETADINE SOOTHING RELIEF EYE ALLERGY,5
0250-682001-3852,BETADINE COLD DEFENCE NASAL SPRAY,5
0880-155601-0391,ROVISTA 20,5
2739-347102-0391,DIVA,5
2719-627602-2901,ONDA-DENK 8 MG ODT,5
2719-627601-2901,ONDA-DENK 4 MG ODT,5
3819-155601-0391,CORTEZA 20,5
3819-155602-0391,CORTEZA 10,5
2994-684301-1171,CELINE,5
0481-684401-1021,TREMFYA,5
2719-102503-0131,ZOLEDRO-DENK 4MG/5ML,5
2719-180901-0391,LETRO-DENK 2.5,5
3821-684501-0991,NEXODYN ACIDOXIZING SOLUTION,5
2896-176532-3801,D SPRAY 30ML,5
3822-684601-1451,BIOFERA 15,5
3822-684701-1451,BIOFERA FOLATE,5
3822-684801-0061,VOMICURE,5
3823-685001-0432,NAQI SILICON TOUCH GEL,5
2105-685101-0221,CARMELLOSE HA EYE DROPS,5
3824-370302-1001,TPN NEONATAL INFUSION,5
3825-184004-3411,UNI-MA ENEMA,5
3826-677702-4161,FLUCLOXACILLIN 125MG/5ML,5
3003-175101-1171,ENDOXAN,5
3827-676101-1021,EPITOIN,5
3828-266302-1001,SODIUM BICARBONATE,5
3829-685201-2231,ANTI-HAEMORROIDAUX,5
3830-685301-1111,ORA-PLUS,5
3830-549201-0991,ORA-SWEET,5
1647-110901-1021,ARA-CELL,5
2896-685401-0971,PREGNAFORT,5
3823-685601-0431,NAQI INFLAM GEL,5
3823-685901-0431,NAQI PLUS GEL,5
0612-339802-3871,CEPROTIN 1000 IU,5
0612-339801-3871,CEPROTIN 500 IU,5
3831-244501-1371,BENZATHINE PENICILLIN,5
3832-676103-1021,EPOTIN,5
3833-101901-1173,DIAZOMID,5
3103-187904-1111,PIYELOSEPTYL,5
3834-695901-0551,FRESUBIN 2 KCAL DRINK FLAVOUR APRICOT-PEACH,5
3834-695902-0551,FRESUBIN 2 KCAL DRINK FLAVOUR VANILLA,5
3834-695903-0551,FRESUBIN 2 KCAL DRINK FLAVOUR FRUITS OF FOREST,5
3834-687201-0551,FRESUBIN ORIGINAL DRINK FLAVOUR CHOCOLATE,5
3834-687701-0551,SUPPORTAN DRINK FLAVOUR CAPPUCCINO,5
3835-687702-0551,SUPPORTAN DRINK FLAVOUR TROPICAL FRUITS,5
3835-688501-0551,FREBINI ENERGY FIBRE DRINK FLAVOUR CHOCOLATE,5
3835-689001-0551,FREBINI ENERGY FIBRE DRINK FLAVOUR BANANA,5
3835-689301-0551,FREBINI ENERGY FIBRE DRINK FLAVOUR STRAWBERRY,5
3835-689701-0551,FREBINI ENERGY FIBRE DRINK FLAVOUR VANILLA,5
3835-696001-0551,FRESUBIN 2 KCAL FIBRE DRINK FLAVOUR VANILLA,5
3835-696002-0551,FRESUBIN 2 KCAL FIBRE DRINK FLAVOUR CAPPUCCINO,5
3835-696101-0551,FRESUBIN 2 KCAL FIBRE DRINK FLAVOUR APRICOT PEACH,5
3566-678201-1332,HYALOFAST,5
3836-695801-0391,RICONIA,5
2818-692801-1481,NUTROF TOTAL,5
3837-119809-1171,PREDNISOLONE 1MG,5
2970-175108-0801,ENDOXAN 1G,5
2963-142308-1173,CATAPRESS,5
3838-394804-0831,MIRALAX POWDER,5
3839-234501-0391,COLIDUR 200MG,5
3840-141701-1171,CARVEDILOL SANDOZ 6.25MG,5
3840-141702-1171,CARVEDILOL SANDOZ 25 MG,5
3841-101902-0801,ACETAZOLAMIDE,5
3842-277002-1021,TOBRAMYCIN MYLAN,5
3843-570201-3871,BERINERT 500IU,5
3713-106503-1021,ADENOSINE INJECTION USP,5
3844-108402-1021,AETHOXYSKLEROL 0.5%,5
3160-149302-1131,DEPO PROVERA,5
3137-692901-0751,PICOLAX,5
3845-614003-2071,BRAMITOB NEBULISER SOLUTION,5
3846-250803-1022,PROLUTON DEPOT,5
3847-297807-1171,GENKORT,5
3385-543202-0142,GLYCOPHOS,5
3848-545301-0801,COLOMYCIN,5
3378-113701-1001,ALPOSTIN,5
3237-546602-1001,DOPAMINE 200MG/5ML,5
3849-106503-1021,ADENOCOR,5
3378-174601-1172,METHOTREXATE 2.5MG TABLET,5
3375-115305-1021,AMINOPHYLLINE 25MG/ML,5
3850-681301-1021,BUPIVACAINE 0.25% WITH ADRENALINE,5
3850-681302-1021,BUPIVACAINE 0.5% WITH ADRENALINE,5
3851-373101-0062,PYLERA,5
3849-139105-4041,CALCIUM RESONIUM,5
3763-198002-0841,HYALASE,5
3382-122101-1173,DEXAMETHASONE 0.5MG,5
3764-220201-1022,METHYLENE BLUE INJECTION,5
3852-680501-1021,PROMETHAZINE 25MG/ML,5
1516-533802-1752,ESOLIFE 40,5
1516-533801-1752,ESOLIFE 20,5
1516-533802-1753,ESOLIFE 40,5
1516-533801-1753,ESOLIFE 20,5
1195-693301-0991,OSTEOCARE LIQUID,5
3853-693401-1012,VENTAVIS,5
3822-684602-1451,BIOFERA 30,5
2896-176532-3341,D SPRAY 15ML,5
0612-693501-0802,ADVATE 250 IU,5
0612-693502-0802,ADVATE 500 IU,5
0612-693503-0802,ADVATE 1000 IU,5
1401-693601-0601,OZOLEX 40MG/VIAL,5
1401-605301-0601,ESOM-40,5
0745-693801-0971,NATURE'S BOUNTY TRIPLE STRENGTH CRANBERRY,5
0745-693901-0341,FLEX-A-MIN,5
2995-694101-1451,SIDERAL FOLIC CAPSULES,5
0094-694201-0391,VERZENIO 50MG,5
0094-694202-0391,VERZENIO 100MG,5
0094-694203-0391,VERZENIO 150MG,5
0094-694204-0391,VERZENIO 200MG,5
3823-694801-0431,NAQI ARNICA GEL,5
1581-695401-3381,SYNOSHEILD FORTE,5
2501-152905-1002,LACTATED RINGER'S INJECTION [WELLPHARMA],5
3085-680502-1171,PHENERGAN 10MG,5
3085-680503-1171,PHENERGAN 25MG,5
3854-116616-0151,ROZEX,5
3855-400801-0141,PERJETA 420MG,5
0207-125902-0391,MOXIQUIN,5
0191-214302-1701,LOTEMAX 0.5%,5
0188-695701-1451,CALQUENCE 100MG,5
2344-156901-1451,COXERIN,5
2314-140507-2611,CANAZOLE,5
3856-191811-0991,GLYCERIN USP,5
0013-593504-0602,CANHERA 150,5
3857-395401-0081,MONALTI 4,5
3857-395402-0081,MONALTI 5,5
3857-395404-0391,MONALTI 10,5
3858-121201-1173,HYDRALAZINE,5
3660-134103-2921,DILTIAZEM,5
3048-696301-1001,POLYFUSOR,5
3859-404001-1172,BANOPHEN,5
3114-220702-1171,TELEACT 80,5
2719-207304-1001,GRANI-DENK,5
2719-207304-1002,GRANI-DENK,5
1401-605301-0602,ESOM-40,5
3114-220701-1171,TELEACT 40,5
3114-143102-1171,CEPODEM 200,5
3861-696401-2101,PRIVITUSS 708MG/100ML,5
1195-696701-1171,JOINTACE GLUCOSAMINE AND CHONDROITIN,5
1195-698401-1171,PREGNACARE,5
1521-697301-0061,SYNERGY CHOLESTEROL BIOTIX,5
1195-697801-1171,WELLWOMAN 50+,5
0072-276902-0993,TISSEEL LYO+DUPLOJET SYSTEM,5
1195-698301-0081,WELLKID IMMUNE CHEWABLE,5
2745-680701-1171,AMANTADINE,5
3862-141002-1171,NEO-MERCAZOLE 5MG,5
2231-231703-1021,IMUPEG,5
3863-675801-1021,STEMETIL,5
0027-627604-2481,ZOFRAN,5
3865-502501-0061,PYLERA,5
3387-119814-1171,PREDNIHEXAL,5
3864-277002-1021,TOBRAMYCIN,5
0152-155601-1171,RESOVA 20MG,5
3866-192818-1022,BEMFOLA 450IU/0.75ML,5
3866-192815-1022,BEMFOLA 150IU/0.25ML,5
3867-155602-1171,RESOVA 10MG,5
3866-192817-1022,BEMFOLA 300IU/0.5ML,5
3866-192814-1023,BEMFOLA 75IU/0.125ML,5
3866-192816-1022,BEMFOLA 225IU/0.37ML,5
2634-698601-0391,GLYXAMBI 10MG/5MG,5
2634-698602-0391,GLYXAMBI 25MG/5MG,5
0005-147002-0391,DANDAFIVE,5
0094-698701-1021,EMGALITY 120MG/ML,5
3819-147001-1173,LINK 36,5
3819-147001-1172,LINK 36,5
2896-185918-1632,FOLICYO,5
2896-698801-1971,HYALO ATLANTIC NASAL SPRAY,5
3089-480701-0391,ZELBORAF 240MG,5
2896-699801-3551,DIAZN,5
3868-194403-1021,HALDOL,5
3011-675101-0141,PEDIATRACE,5
3869-679802-1021,THIAMINE 50MG/ML,5
3870-198401-0062,HYDREA,5
3871-502501-0061,PYLERA,5
3053-672201-3201,ADDERALL XR,5
0219-274301-0391,NEVOTIC,5
3240-184601-1171,FLORICOT,5
3872-111969-0661,HYPERSOL 5%,5
3873-187902-1172,PIYELOSEPTYL,5
3873-187904-2101,PIYELOSEPTYL,5
3874-273405-4161,TAMIFLU,5
3875-545301-4081,COLOMYCIN,5
3876-101901-1172,DIAZOMID,5
3923-273405-4161,TAMIFLU SUSPENSION,5
3924-178202-0141,ETOLON,5
3925-390701-1021,PROGESTERON-DEPOT,5
3926-101504-1002,ACETYLCYSTEINE 200MG/ML,5
3927-234501-1171,NORMIX 200MG,5
3928-680701-1171,AMANTADIN STADA,5
3929-680504-1021,PHENERGAN,5
3930-502501-0061,PYLERA,5
3929-297807-1172,HYDROCORTISONE,5
3931-206103-0361,EURO K,5
3933-676702-1451,FLUCLOXACILLIN 500MG,5
3932-699401-1171,MELATONIN,5
3934-681801-4091,PLEGIOCARD,5
3935-141201-0141,CARBOPLATIN 10MG/ML,5
3936-147906-0141,CISPLATIN,5
3934-253201-1021,PROTA,5
3937-142302-1021,CATAPRES,5
3892-159803-1171,DAPSONE 25MG,5
3893-192202-1171,ROBINUL,5
3916-383204-0841,APROKAM,5
3021-147206-0141,SANDIMMUN,5
3037-394804-0833,MIRALAX POWDER,5
2972-167802-0141,DOBUTAMINE 250MG/20ML,5
3895-117705-1022,LYSTHENON,5
3369-672303-2921,OXYNORM,5
3347-193402-1171,MIDODRINE 2.5MG,5
3015-287502-1001,VINBLASTINE,5
3896-297808-1172,HYDROCORTISON BUCCAL 2.5MG,5
2979-404402-1171,DITROPAN,5
3897-107912-1022,PEDEA  5 MG/ML,5
2972-110901-1022,CYTARABINE 100MG INJ,5
3899-193403-1171,MIDODRINE 5MG,5
3014-214202-1021,LORAZEPAM,5
3005-111902-0372,SODIUM CHLORIDE 5% EYE DROPS,5
3900-699501-1021,THIAMINE HCL 100MG/2ML,5
3903-139002-1021,CALCIUM GLUCONATE 10%,5
3902-106503-1021,ADENOSINA ACCORD,5
3905-176212-1021,MAGNESIUM SULPHATE 50%,5
1571-176801-1171,HCT HEXAL,5
3906-167802-0141,DOBUTAMINE 250MG/20ML,5
3907-195201-1022,HEPARIN INJECTION,5
3908-675701-1021,BELOC,5
3906-617902-1022,NEOSTIGMINE 2.5MG/ML,5
3909-546601-0131,DOPAMINE HCL 40MG/ML INJ,5
3905-192206-1021,GLYCOPYRRONIUM BROMIDE,5
3910-198002-0801,HYALASE,5
3911-680501-1021,PHENERGAN,5
3912-543202-0142,GLYCOPHOS,5
3910-195201-1022,HEPARIN SODIUM,5
3913-266202-1021,SODIUM ACETATE INJECTION,5
3914-673001-1021,FLUOCYNE,5
2858-155603-0391,ROXARDIO 40MG,5
3938-370302-1001,TPN,5
3836-155601-0391,XOLSTAT 20MG,5
3836-155602-0391,XOLSTAT 10MG,5
1291-170815-0991,DUPHALAC FRUIT,5
2858-155604-0391,ROXARDIO 5MG,5
2858-155602-0391,ROXARDIO 10MG,5
2858-155601-0391,ROXARDIO 20MG,5
1162-699701-0391,PANADOL MIGRAINE,5
1796-699901-0431,VENOSMIL,5
1365-700001-1161,TUSSIMONT HONEY SYRUP,5
2818-654702-0221,THEALOZ DUO,5
3917-700301-0971,SUPRAMAX,5
0031-327102-0371,OPTIFRESH,5
3918-616302-3661,FARMACTIVE SILVER SPRAY,5
3919-289304-0391,XARELTO 2.5MG,5
3921-195201-1021,HEPARIN SODIUM,5
0032-700501-1021,MENACTRA,5
3922-524202-0571,HEXODANE,5
3823-701201-0151,NAQI CICA CREAM,5
3823-694801-0432,NAQI ARNICA GEL,5
3823-701901-0151,NAQI CICA CREAM,5
2380-140503-1241,CANESTEN,5
2359-174605-1022,METHOTREXATE USP,5
1801-298005-1361,ASPEGIC,5
3940-174601-1171,METHOTREXATE,5
2100-176204-2921,MAGNESIUM SULPHATE,5
3823-685902-0431,NAQI PLUS GEL,5
3823-685602-0431,NAQI INFLAM GEL,5
1505-585502-1451,NOW GLUCOSAMINE & CHONDROITIN WITH MSM,5
1505-392903-0971,NOW OMEGA-3,5
1505-702401-0971,NOW CALCIUM & MAGNESIUM VITAMIN D AND ZINC,5
1505-702401-0972,NOW CALCIUM & MAGNESIUM VITAMIN D AND ZINC,5
3941-702701-0151,BILUMA,5
3941-702701-0152,BILUMA,5
2161-147001-0391,TADAZEV,5
2161-243002-1751,GASORAB 20MG,5
2791-642703-0721,FIT LADY,5
3942-702601-0971,PREGNASAFE FORTE,5
2067-568901-1452,LACTO,5
3943-703301-0831,PROBIOLYTE,5
0271-386801-0432,RUMALAYA GEL,5
3944-703701-1801,THE GUMMIES FOR KIDS MULTIVITAMINS,5
3944-703801-1801,THE GUMMIES FOR KIDS VITAMIN C + BETA CAROTENE,5
3944-640411-1801,THE GUMMIES FOR KIDS VITAMIN D,5
3944-703901-1801,THE GUMMIES FOR KIDS OMEGA 3,5
3944-704001-1801,THE GUMMIES FOR KIDS PROPOLIS & ECHINACEA,5
3946-100807-1001,5-FLUOROURACIL,5
0063-704601-1021,MORPHINE AGUETTANT,5
3933-142310-1171,CLONIDINE HCL 25MCG,5
3947-110907-1021,CYTARASIDE,5
3948-674202-1361,THYROGEN,5
3949-408210-1172,METHOTREXATE 2.5 MG,5
3950-174605-1021,BIOTREXATE,5
3951-404403-1171,DITROPAN,5
3952-304504-0801,APROKAM,5
3953-368507-1022,LIDOCAINE 1% AND ADRENALINE 1:200000,5
3953-368505-1021,LIDOCAINE 2% AND ADRENALINE 1:200000,5
3954-139106-4041,NOPOT,5
3955-175108-0801,CYCLOPHOSPHAMIDE,5
3956-193402-1171,GUTRON,5
3957-107912-1022,PEDEA,5
3958-156003-0841,BENZYLPENICILLIN SODIUM,5
0085-704201-0431,SYSTANE GEL DROPS,5
3089-623502-0141,OCREVUS 300MG/10ML,5
3089-593503-1021,HERCEPTIN 600MG/5ML,5
3089-215505-1021,MABTHERA 1400MG,5
3089-483101-1451,ESBRIET,5
3089-622302-0141,TECENTRIQ 1200MG/20ML,5
3089-580102-0141,GAZYVA,5
3089-633201-0062,ALECENSA 150MG,5
1700-704301-0791,TRELEGY ELLIPTA,5
3959-385203-1024,KENACORT,5
3960-234501-1171,NORMIX,5
3961-141001-1171,NEO-MERCAZOLE,5
2974-210503-1171,SINEMET,5
3962-146307-1161,CHLORAL HYDRATE,5
3375-117803-1021,FLUMAZENIL,5
3963-371604-1021,LIDOCAINE,5
3964-223801-0801,MITOMYCIN-C,5
3965-673901-1021,SYNACTHEN,5
3966-206115-1161,KAY-CEE-L,5
3967-223801-0801,MITOMYCIN C,5
1897-245503-1021,PETHIDINE  HCL,5
3969-273405-4161,TAMIFLU 6MG/ML,5
1897-245504-1021,PETHIDINE  HCL,5
3321-156006-0801,BENZYLPENICILLIN,5
3970-244506-0801,PENIDURE LA-12,5
3971-101210-1381,ABILIFY,5
3261-101901-1172,DIAMOX,5
3972-278901-0391,ETHOMID,5
3274-673802-1021,ISOLIN,5
2232-133704-0341,GERBISA,5
3973-676702-0821,FLUCLOXACILLIN,5
3974-174605-1022,BIOTREXATE,5
2359-110502-0391,SPIRONOLACTONE,5
3959-346702-1171,SOTALOL 40MG,5
3975-206115-1161,KAY-CEE-L,5
3300-121203-1021,HYDRALAZINE 20MG/ML,5
3976-234501-1172,COLIDUR 200MG,5
3549-704401-4111,AMBER GLASS WINCHESTER TYPE MIXTURE--BOTTLE WITH BAKALITE CAP,5
3977-704501-4111,AMBER GLASS WINCHESTER TYPE MIXTURE BOTTLE WITH BAKALITE CAP,5
3393-680701-0062,AMANTREL,5
3411-670601-1171,ESTRADIOL 1MG,5
3420-178101-1021,CELODATE,5
3392-141001-1171,NEO-MERCAZOLE 5,5
3392-385203-1131,KENACORT,5
3978-283006-1001,CANCENA,5
3979-273405-4161,TAMIFLU,5
3980-255701-4161,CHOLTRAN,5
2954-679802-1021,THIAMINE INJECTION,5
3413-149302-1131,DEPO - PROVERA,5
3981-141201-1001,CARBOPLATIN,5
3982-147901-1001,CISPLATIN,5
3983-287601-1021,VINCRISTINE INJECTION,5
3984-122104-1172,DEXAMETHASONE 4MG,5
3985-404005-1021,DIPHENHYDRAMINE INJECTION,5
3986-175108-0802,ENDOXAN,5
3987-147901-0141,CISPLATIN,5
3988-156802-1172,TRANEXAMIC ACID,5
3989-139002-1021,TWACAL,5
3989-115305-1021,AMINOPHYLLINE 25MG/ML,5
3990-167809-0141,DOBUSTAT,5
3989-163806-1021,DEXTROSE 50%,5
3991-227003-1021,RUBUPHINE,5
3992-675701-1021,METOLAR,5
3816-682502-1481,VASCEPA,5
3993-385203-1131,KENALOG,5
3994-543101-1002,GELOFUSINE,5
3995-120208-1021,GETA AMPOULE,5
3996-117703-1022,SUXAMETHONIUM,5
3997-680501-1023,PHENERGAN,5
3998-276213-1021,THIAMNE (VIT B1) INJECTION,5
3999-364506-1331,ISOMAR NOSE DECONGESTANT VIALS,5
3999-364607-3681,ISOMAR NOSE SPRAY NO GAS BABY,5
3999-626401-3681,ISOMAR NOSE ALLERGY SPRAY,5
3999-633801-3681,ISOMAR NOSE AND EARS DAILY HYGIENE SPRAY,5
3999-633803-3681,ISOMAR NASO DECONGESTANT SPRAY,5
4000-502501-0061,PYLERA,5
4001-368507-1021,LIDOCAINE 1% + ADRENALINE 20ML,5
4002-242004-1021,OXYTOCIN,5
4002-139003-1021,CALCIUM GLUCONATE,5
3781-385203-4071,KENACORT,5
4003-676102-1022,PHENYTOIN SODIUM,5
4004-176204-1022,MAGNESIUM SULPHATE,5
4005-142302-1021,CATAPRES,5
3274-107916-1021,IBUPROFEN,5
3274-227301-1021,NALOX,5
3338-122101-1171,DEXAMETHASONE 0.5MG,5
3261-677702-4021,FLUCIL,5
3274-297807-1172,HISONE,5
4007-158804-1211,PREMARIN,5
4008-253201-1021,PROTAMINE,5
3516-116618-0431,METROSA,5
4009-675802-1171,STEMETIL 5MG,5
3515-117703-1022,SUXAMETHONIUM INJECTION,5
4010-272205-1022,SYNACTHEN,5
4011-155704-0061,UTROGESTAN,5
4012-502501-0061,PYLERA,5
4013-122101-1171,APO-DEXAMETHASONE,5
4013-122104-1171,APO-DEXAMETHASONE,5
4014-141001-1172,NEOMERCAZOLE,5
4015-127302-0391,AZATHIOPRIN STADA,5
4016-273405-4161,TAMIFLU,5
4017-681201-1021,ESMOLOL,5
3515-101504-1022,ACETYLCYSTEINE,5
4018-680701-1171,AMANTADIN STADA,5
4019-563903-0061,AMITIZA,5
4020-138601-1021,CALCIUM CHLORIDE PFS,5
4021-159402-0803,DANTRIUM,5
4022-168302-1021,DOPAMINE INJECTION,5
4023-385202-0681,ORACORT DENTAL PASTE,5
4024-408206-1021,METHOTREXATE 50MG/2ML VIAL,5
4025-193402-1171,MIDODRINE 2.5MG,5
4013-193403-1171,MIDODRINE 5MG,5
4026-227301-1021,NALOXONE,5
4027-547005-0151,OVESTIN,5
4024-676101-1021,PHENYTOIN,5
4028-674101-0273,PHOSPHATE SANDOZ,5
4007-158802-1171,PREMARIN,5
4029-174601-1173,METHOTREXATE 2.5MG,5
4030-195201-1021,HEPARIN,5
4031-159402-0841,DANTRIUM,5
4032-173701-0061,ACCYST,5
4033-370302-1001,NEONATAL TPN,5
3648-662306-1021,PHENOBARBITAL SODIUM,5
4034-679901-1172,HYPONAT,5
3726-155004-1172,WARFARIN,5
4035-174601-1173,METHOTREXATE,5
4036-134114-3872,ALTIAZEM,5
4037-115304-1021,AMINOPHYLLINE,5
4038-126605-1411,AVOCA CAUSTIC APPLICATOR,5
4039-109001-0061,ARRENO CAPSULE,5
3905-653102-1023,CAFFEINE CITRATE 10MG/ML,5
3905-681802-4091,CARDIOPLEGIA INFUSION,5
4040-545301-0801,COLISTIMETHATE SODIUM G.E.S 1 MIU,5
4041-122101-1171,DEXAMETHASONE TABLETS USP 0.5MG,5
4042-122104-1171,APO-DEXAMETHASONE,5
4043-164503-3023,DIAZEPAM RECTAL SOLUTION,5
4044-168502-1021,DOPRAM,5
4045-194801-1024,ENDOPROST,5
4046-175402-1111,EPANUTIN,5
4047-184602-1171,FLORINEF 0.1MG,5
4048-198401-0062,HYDREA 500MG HARD CAPSULES,5
3911-297807-1173,HYDROCORTISONE ROUSSEL,5
4049-227301-1021,NALOXONE HCL,5
4050-404005-1021,DIPHENHYDRAMINE HCL,5
4051-680401-1021,PAPARIN,5
4052-368505-1022,LIDOCAINE + ADRENALINE 1:200000,5
4053-483401-4091,CARDIOPLEGIA INFUSION,5
4054-146305-1381,CHLORAL HYDRATE,5
4055-543101-1003,GELOFUSINE,5
4056-198002-4081,HYALASE 1500IU,5
4053-138601-1021,CALCIUM CHLORIDE 10% PFS,5
4053-101504-1002,PARVOLEX,5
4057-706301-0301,LIPOTALON,5
4058-354005-1021,KONAKION MM 2MG/0.2ML (PAEDRIATIC),5
4059-390701-1021,PROLUTON DEPOT 250MG,5
2501-111903-1001,0.9% SODIUM CHLORIDE INJECTION USP [WELLPHARMA],5
3703-129510-1841,BCG MEDAC,5
3382-122101-1174,DEXAMETHASONE 0.5MG,5
1592-642601-0372,CLEAR EYES REDNESS RELIEF,5
4061-373201-0391,MIDERIZONE 150MG,5
4062-639502-0831,FIBERALL FIBER SUPPLEMENT POWDER 283G,5
3834-106618-1001,PARACETAMOL KABI 10MG/ML,5
4062-151713-1631,GAS AID DROPS FOR INFANTS,5
4062-151714-0081,GAS AID TABLETS,5
4062-615703-3412,RELIEF SALINE LAXATIVE CHILDREN'S READY TO USE ENEMA,5
4062-404804-0552,TANAC,5
4063-704801-1021,SYNOLIS VA,5
1394-704901-1071,RESPIMAR CLEANING AND HYDRATION,5
1394-704902-1071,RESPIMAR DECONGESTANT,5
1394-704901-3801,RESPIMAR PEDIATRIC,5
4064-111903-2312,0.9% SODIUM CHLORIDE IRRIGATION USP,5
2170-106618-1001,PARACETAMOL S.A.L.F 10MG/ML,5
2627-217501-0651,AVOMEB OINTMENT,5
2190-106618-1002,PARAFUSIV I.V. 10MG/ML,5
4099-680501-1024,PHENERGAN,5
3114-312201-1171,MEZIBE 10MG,5
4065-705001-0391,OCALIVA 5MG,5
2086-706403-1171,COAGUARIN 5MG,5
2086-706402-1171,COAGUARIN 3MG,5
2086-706401-1171,COAGUARIN 1MG,5
0072-271504-1011,SUPRANE,5
1162-347205-1171,ZOVIRAX 400MG,5
4066-125902-0392,XFLOX 400MG,5
0027-238803-1171,ZOFRAN MELT 4MG,5
4068-545302-0841,COLISTIMETHATE SODIUM G.E.S. 1MIU,5
4065-705002-0391,OCALIVA 10MG,5
4069-705101-1021,CRYSVITA 20MG/ML,5
4069-705102-1021,CRYSVITA 30MG/ML,5
4069-705103-1021,CRYSVITA 10MG/ML,5
1394-704903-3341,RESPIMAR DECONGESTANT GO,5
2858-705201-1451,LINEX FORTE,5
1504-367004-0971,ALASKA WILD FISH OIL,5
4070-404005-1021,DIPHENIST,5
4072-220201-1024,METHYLENE BLUE INJ U.S.P,5
0583-705501-0971,LIVUP FORTE,5
0271-705701-1451,AYURSLIM,5
0583-705901-0971,PRESCRIPTIVES PRENATE PLUS,5
0271-706201-1451,TENTEX ROYAL,5
0067-183202-0393,SARFAST 180,5
0583-706701-0391,PRESCRIPTIVES UNI-Q,5
1796-706801-1171,DEFAL 30,5
0005-709601-0151,PANDERM CREAM,5
1796-706802-1631,DEFAL DROPS,5
1796-707301-0151,POSITON,5
2828-123703-1161,CENTRAMIN 5MG/5ML,5
2828-148702-1161,LONASTOL 5MG/5ML,5
2828-148701-1171,LONASTOL 10MG,5
0067-215002-1451,PROGABA 150,5
0067-215005-1451,PROGABA 75,5
0067-215002-1452,PROGABA 150,5
0067-215005-1452,PROGABA 75,5
2828-123701-0391,CENTRAMIN 10MG,5
0118-174201-0344,OMEDAR 20MG,5
4075-292802-2901,JUBITRAN ODT 5 MG,5
