facility_code,name,city,country,status
DHA-F-5507389,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-5161371,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-4894444,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-4798379,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-4518152,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-4449230,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-3955160,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-3656677,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-3303133,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-2985211,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-2973826,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-2890189,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-2698025,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-1953521,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-1346854,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0002242,"SUPER CARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-4095339,"SUPER CARE PHARMACY LLC BRANCH ",Dubai,UAE,ACTIVE
DHA-F-8812979,"SUPER CARE PHARMACY LLC DMCC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0000208,"SUPER CARE PHARMACY MARSA",Dubai,UAE,ACTIVE
DHA-F-0047934,"SUPER CARE PHARMACY MIRDIF",Dubai,UAE,ACTIVE
DHA-F-0000578,"SUPER CARE PHARMACY MIRDIF 2",Dubai,UAE,ACTIVE
DHA-F-0047537,"SUPER CARE PHARMACY OASIS CENTRE",Dubai,UAE,ACTIVE
DHA-F-0000217,"SUPER CARE PHARMACY SHEIKH ZAYED ROAD",Dubai,UAE,ACTIVE
DHA-F-0047996,"SUPER CARE PHARMACY SILICON OASIS",Dubai,UAE,ACTIVE
DHA-F-0047529,"SUPER CARE PHARMACY UMM SUQEIM",Dubai,UAE,ACTIVE
DHA-F-0000232,"SUPER CARE PHARMACY WASL SQUARE",Dubai,UAE,ACTIVE
DHA-F-0046838,"SUPER KIDS NURSERY",Dubai,UAE,ACTIVE
DHA-F-0047071,"SUPER LIFE PHARMACY (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0047545,"SUPER VISION (BR.NAD AL HAMAR)",Dubai,UAE,ACTIVE
DHA-F-0047321,"SUPER VISION (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0046427,"SUPER VISION OPTICAL - ALMAZAYA CENTER",Dubai,UAE,ACTIVE
DHA-F-0046249,"SUPER VISION OPTICAL AL QUASIS",Dubai,UAE,ACTIVE
DHA-F-0046350,"SUPER VISION OPTICAL BIN SOUGAT CENTER",Dubai,UAE,ACTIVE
DHA-F-0046071,"SUPER VISION OPTICALS",Dubai,UAE,ACTIVE
DHA-F-0046942,"SUPER VISION OPTICALS - AL KARAMA BRANCH",Dubai,UAE,ACTIVE
DHA-F-0046072,"SUPER VISION OPTICALS - AL TAWAR BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047941,"SUPER VISION OPTICALS (L.L.C) (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-0047315,"SUPER VISION OPTICALS HOR AL ANZ (BR)",Dubai,UAE,ACTIVE
DHA-F-0040216,"SUPERCARE PHARMACY - MARSA",Dubai,UAE,ACTIVE
DHA-F-0040317,"SUPERCARE PHARMACY - SHEIKH ZAYED ROAD ",Dubai,UAE,ACTIVE
DHA-F-0040558,"SUPERCARE PHARMACY - WASL SQUARE",Dubai,UAE,ACTIVE
DHA-F-0001358,"SUPERCARE PHARMACY 29",Dubai,UAE,ACTIVE
DHA-F-0001349,"SUPERCARE PHARMACY 31",Dubai,UAE,ACTIVE
DHA-F-0001394,"SUPERCARE PHARMACY 33 DMCC",Dubai,UAE,ACTIVE
DHA-F-0001449,"SUPERCARE PHARMACY 34",Dubai,UAE,ACTIVE
DHA-F-6788074,"SuperCare Pharmacy LLC Branch",Dubai,UAE,ACTIVE
DHA-F-6226810,"SUPERCARE PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-1264344,"SuperCare Pharmacy LLC Branch",Dubai,UAE,ACTIVE
DHA-F-0001850,"SUSTAINABLE LIFE PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-9844178,"SWAN AESTHETIC CLINIC L.L.C",Dubai,UAE,ACTIVE
DHA-F-0045471,"SWEDISH DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0001541,"SWEDISH DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0045653,"SWEDISH DENTAL LABORATORY",Dubai,UAE,ACTIVE
DHA-F-4139148,"SWIFT DAY SURGICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0942612,"SWIFT DAY SURGICAL CENTER PHARMACY L.L.C",Dubai,UAE,ACTIVE
DHA-F-0045630,"SWISS DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046059,"SWISS OPTICS",Dubai,UAE,ACTIVE
DHA-F-0045889,"SWISS PHARMACY",Dubai,UAE,ACTIVE
DHA-F-9025051,"SYDNEY MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0000395,"SYED SADIQ GENERAL PRACTITIONER CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0001557,"SYMBIOSIS HOME HEALTH CARE CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0000224,"SYMBIOSIS MEDICAL CENTRE",Dubai,UAE,ACTIVE
DHA-F-0002396,"SYMBIOSIS MEDICAL CENTRE FZCO",Dubai,UAE,ACTIVE
DHA-F-0047086,"SYNERGY INTEGRATED MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-1550381,"SYOSS HOME HEALTHCARE",Dubai,UAE,ACTIVE
DHA-F-7057781,"T M C GENERAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-9432162,"T M C PHARMACY L L C",Dubai,UAE,ACTIVE
DHA-F-0047680,"T.C.M ACUPUNCTURE THERAPY CENTER",Dubai,UAE,ACTIVE
DHA-F-0046421,"TABYEEN PSYCHOMETRICS&PSYCHOTHERAPY CENTER",Dubai,UAE,ACTIVE
DHA-F-0763802,"TADAWI HEALTH CARE (L.L.C )BRANCH",Dubai,UAE,ACTIVE
DHA-F-1631690,"TADAWI HEALTH CARE L.L.C (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-3156037,"TADAWI HEALTH CARE L.L.C (BRANCH) - PROSECUTION PHARMACY",Dubai,UAE,ACTIVE
DHA-F-5591719,"TADAWI HEALTH CARE L.L.C (BRANCH) GLOBAL VILLAGE",Dubai,UAE,ACTIVE
DHA-F-6030166,"TADAWI HEALTH CARE L.L.C (BRANCH) IMPZ",Dubai,UAE,ACTIVE
DHA-F-7160289,"TADAWI HEALTH CARE L.L.C (BRANCH) PHARMACY",Dubai,UAE,ACTIVE
DHA-F-6317900,"TADAWI HEALTH CARE L.L.C (BRANCH) PROSECUTION",Dubai,UAE,ACTIVE
DHA-F-1859311,"TADAWI HEALTHCARE L.L.C (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-5344823,"TADAWI HEALTHCARE L.L.C (BRANCH)-CUSTOMS PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0301124,"TADAWI HEALTHCARE LLC",Dubai,UAE,ACTIVE
DHA-F-0001759,"TADAWI MEDICAL CENTRE EMIRATES 1",Dubai,UAE,ACTIVE
DHA-F-0047093,"TAIBA HAMAD NASSER ABDULLA HUSSAIN ALNASSER",Dubai,UAE,ACTIVE
DHA-F-0046371,"TAIBA STAR OPTICS",Dubai,UAE,ACTIVE
DHA-F-0047530,"TAISEI CORPORATION DUBAI BRANCH",Dubai,UAE,ACTIVE
DHA-F-0002341,"TAIY PRADIT PHYSICAL MEDICINE AND REHAB CENTER LLC BRANCH - AL QUOZ 1",Dubai,UAE,ACTIVE
DHA-F-0001341,"TAIY PRADIT PHYSICAL MEDICINE AND REHABILITATION CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0001582,"TAIY PRADIT PHYSICAL MEDICINE AND REHABILITATION CENTER LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047030,"TAJ HAMDARD PHYSIOTHERAPY CENTER",Dubai,UAE,ACTIVE
DHA-F-0046609,"TAJ PALACE HOTEL - DUBAI",Dubai,UAE,ACTIVE
DHA-F-3277058,"TAJMEEL ROYAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-1997188,"TAJMEEL ROYAL PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0047464,"TALISE WELLNESS (BR FROM TALISE WELLNESS) - (L L C)",Dubai,UAE,ACTIVE
DHA-F-0001493,"TALKING BRAINS CENTER -FZE",Dubai,UAE,ACTIVE
DHA-F-0001954,"TAMAM OPTICAL LLC",Dubai,UAE,ACTIVE
DHA-F-1130355,"TARABICHI STAMMBERGER DAY SURGICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0000039,"TARIQ MOOSA MUBARAK",Dubai,UAE,ACTIVE
DHA-F-0046207,"TARIQ PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0047854,"TARIQ SULAIMAN IBRAHIM JALAL",Dubai,UAE,ACTIVE
DHA-F-8738819,"TASHAFI2 BR. ALFUTTAIM HEALTHCARE SINGLE PERSON COMPANY LLC POLYCLINIC",Dubai,UAE,ACTIVE
DHA-F-0045667,"TECHNICAL CENT MANUFACTURING",Dubai,UAE,ACTIVE
DHA-F-0045720,"TECHNICAL SMILE DENTAL LABORATORY",Dubai,UAE,ACTIVE
DHA-F-0047072,"TECHNICOAT INTERNATIONAL FACTORY",Dubai,UAE,ACTIVE
DHA-F-0046711,"TECHNO DENT",Dubai,UAE,ACTIVE
DHA-F-0045669,"TECHNOSPHERE DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047617,"TENDER LOVE AND CARE-FREE ZONE",Dubai,UAE,ACTIVE
DHA-F-0047414,"TEST HOSPITAL FOR BIRTH AND DEATH NOTIFICATION DEMO",Dubai,UAE,ACTIVE
DHA-F-3692585,"THALASSEMIA CENTER",Dubai,UAE,ACTIVE
DHA-F-0002582,"THB HOME HEALTH CARE LLC",Dubai,UAE,ACTIVE
DHA-F-0047732,"THE ADDRESS , DUBAI MARINA (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0047698,"THE ADDRESS DUBAI MALL(L.L.C.)",Dubai,UAE,ACTIVE
DHA-F-0047482,"THE ADDRESS,DOWNTOWN BURJ DUBAI(L.L.C.)",Dubai,UAE,ACTIVE
DHA-F-2541243,"THE AMERICAN EUROPEAN PLASTIC SURGERY CLINIC L.L.C",Dubai,UAE,ACTIVE
DHA-F-0046600,"THE BEAUTY SPA",Dubai,UAE,ACTIVE
DHA-F-0629046,"THE BRANDING ROOM POLYCLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-2907221,"THE BRIDGE LEARNING CENTER L L C",Dubai,UAE,ACTIVE
DHA-F-0046458,"THE BRITISH LASIK & COSMETIC SURGERY CENTER",Dubai,UAE,ACTIVE
DHA-F-0046125,"THE CAMBRIDGE HIGH SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0046230,"THE CENTRAL SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0000061,"THE CHILDREN GARDEN NURSERY BR OF THALEEM MANAGEME",Dubai,UAE,ACTIVE
DHA-F-0047132,"THE CHILDRENS GARDEN NURSERY(BR OF TAALEEM MANAGEMENT L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0000081,"THE CHILDRENS MEDICAL CENTRE",Dubai,UAE,ACTIVE
DHA-F-0002181,"THE CHILDRENS MEDICAL CENTRE LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001778,"THE CHILDRENS MEDICAL CENTRE LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0000700,"THE CHIRON CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047264,"THE CITY NURSERY",Dubai,UAE,ACTIVE
DHA-F-0046123,"THE CITY SCHOOL INTERNATIONAL PRIVATE",Dubai,UAE,ACTIVE
DHA-F-0047648,"THE CLINIC",Dubai,UAE,ACTIVE
DHA-F-5012312,"THE CLINIC BY MEDCARE DISTRICT ONE BRANCH OF MEDCARE HOSPITAL LLC FZ",Dubai,UAE,ACTIVE
DHA-F-4207087,"THE COMMUNICATION CLINIC FZ LLC",Dubai,UAE,ACTIVE
DHA-F-0001361,"THE DENTAL BOUTIQUE JLT",Dubai,UAE,ACTIVE
DHA-F-0000076,"THE DENTAL HOUSE",Dubai,UAE,ACTIVE
DHA-F-0047686,"THE DENTAL LOUNGE",Dubai,UAE,ACTIVE
DHA-F-0046667,"THE DENTAL SPA",Dubai,UAE,ACTIVE
DHA-F-0045399,"THE DENTAL STUDIO",Dubai,UAE,ACTIVE
DHA-F-0045567,"THE DENTAL STUDIO PLUS L.L.C",Dubai,UAE,ACTIVE
DHA-F-5904825,"THE DERMAKLINIC",Dubai,UAE,ACTIVE
DHA-F-0000544,"THE DEVELOPING CHILD CENTRE LLC",Dubai,UAE,ACTIVE
DHA-F-0045535,"THE DOCTORS HUB POLYCLINC L.L.C",Dubai,UAE,ACTIVE
DHA-F-0001471,"THE DOME MEDDENTAL CLINIC DMCC",Dubai,UAE,ACTIVE
DHA-F-8157763,"THE DORIS DUAN-YOUNG AUTISM CENTER FZ-LLC_1",Dubai,UAE,ACTIVE
DHA-F-7997632,"THE DORIS DUAN-YOUNG AUTISM CENTER FZ-LLC_2",Dubai,UAE,ACTIVE
DHA-F-0046181,"THE ELITE ENGLISH SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0046777,"THE EMIRATES ACADEMY OF HOSPITALITY MANAGEMENT",Dubai,UAE,ACTIVE
DHA-F-0045665,"THE ENDOCRINOLOGY SPECIALTY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046145,"THE ENGLISH COLLEGE",Dubai,UAE,ACTIVE
DHA-F-0046404,"THE FACIAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047318,"THE FAIRMONT DUBAI",Dubai,UAE,ACTIVE
DHA-F-8642158,"THE FRENCH CLINIC FZ-LLC",Dubai,UAE,ACTIVE
DHA-F-0046535,"THE GENERAL NATUROPATHIC CENTRE",Dubai,UAE,ACTIVE
DHA-F-0047140,"THE GERMAN PAEDIATRIC CENTRE",Dubai,UAE,ACTIVE
DHA-F-0046572,"THE GOLD SALON",Dubai,UAE,ACTIVE
DHA-F-0047954,"THE GUARD PHARMACY (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0046687,"THE HAVEN DEPILEX",Dubai,UAE,ACTIVE
DHA-F-6861063,"THE HEADSTART SPEECH THERAPY CENTER FZ LLC",Dubai,UAE,ACTIVE
DHA-F-0046598,"THE HEALING ZONE",Dubai,UAE,ACTIVE
DHA-F-0419476,"THE HUB MEDICAL CLINIC DWC - LLC",Dubai,UAE,ACTIVE
DHA-F-0000193,"THE INDIAN ACADEMY",Dubai,UAE,ACTIVE
DHA-F-0046158,"THE INDIAN HIGH SCHOOL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047046,"THE INDIAN HIGH SCHOOL CLINIC (BRANCH)",Dubai,UAE,ACTIVE
DHA-F-0000126,"THE INDIAN INTERNATIONAL SCHOOL (DSO BRANCH)",Dubai,UAE,ACTIVE
DHA-F-0046177,"THE INTERNATIONAL SCHOOL OF CHOUEIFAT CLINIC",Dubai,UAE,ACTIVE
DHA-F-0045455,"THE JUMEIRAH FAMILY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047600,"THE KENSINGTON NURSERY",Dubai,UAE,ACTIVE
DHA-F-0046164,"THE KINDERGARTEN STARTERS (BRANCH OF PREMIER SCHOOLS)",Dubai,UAE,ACTIVE
DHA-F-1575128,"THE KIRON POLYCLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-9072880,"THE LAB PHYSIOTHERAPY & REHABILITATION CENTER",Dubai,UAE,ACTIVE
DHA-F-0047621,"THE LAKES CLINIC JLT",Dubai,UAE,ACTIVE
DHA-F-4361622,"THE LIFE CORNER L.L.C - DUBAI BRANCH",Dubai,UAE,ACTIVE
DHA-F-0048020,"THE LIGHTHOUSE ARABIA",Dubai,UAE,ACTIVE
DHA-F-0046174,"THE LITTLE STAR NURSERY",Dubai,UAE,ACTIVE
DHA-F-0046226,"THE MILLENIUM SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0045429,"THE MODERN MEDICAL CONSULTATION CENTER",Dubai,UAE,ACTIVE
DHA-F-0047483,"THE MONARCH HOTEL",Dubai,UAE,ACTIVE
DHA-F-0045637,"THE NATIONAL MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-6153068,"THE ONE CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0046199,"THE OXFORD SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0047510,"THE PALACE THE OLD TOWN HOTEL (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0046215,"THE PALMS NURSERY",Dubai,UAE,ACTIVE
DHA-F-0047517,"THE PHILIPPINE SCHOOL",Dubai,UAE,ACTIVE
DHA-F-1058509,"THE PHYSIO CENTRE LLC",Dubai,UAE,ACTIVE
DHA-F-0002471,"THE POINT LIFE PHARMACY BR OF LIFE PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0045740,"THE POLARIZER FORMEDICAL & CHEMECAL SUPPLIES",Dubai,UAE,ACTIVE
DHA-F-0000185,"THE PRIMARY NURSERY",Dubai,UAE,ACTIVE
DHA-F-8434917,"THE PSYCHIARTY AND THERAPY CENTRE FZ-LLC",Dubai,UAE,ACTIVE
DHA-F-0000047,"THE RIGHT BITE NUTRITION CENTRE",Dubai,UAE,ACTIVE
DHA-F-0045477,"THE RUSSIAN SPECIALIST EYE CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046182,"THE SCHOOL OF RESEARCH SCIENCE",Dubai,UAE,ACTIVE
DHA-F-0000669,"THE SMILE STUDIO DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046399,"THE SPECIALISED PAEDIATRIC SURGERY CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047995,"THE SPECIALISTS CENTER FOR REHAB & HEALTH CARELLC",Dubai,UAE,ACTIVE
DHA-F-0045494,"THE SPECIALIZED CLINICAL LABORATORY",Dubai,UAE,ACTIVE
DHA-F-0046883,"THE SPECIALIZED CLINICAL LABORATORY - MEDICAL  FITNESS CERTIFICATE",Dubai,UAE,ACTIVE
DHA-F-0828726,"THE SPEECH CLINIC FZ LLC",Dubai,UAE,ACTIVE
DHA-F-2417988,"THE VALENS GENERAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-1063193,"THE VALENS GENERAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-8088133,"THE WEIGHT CARE CLINIC FZ-LLC",Dubai,UAE,ACTIVE
DHA-F-0047673,"THE WESTIN DUBAI MINA SEYAHI DEACH RESORT & MARINA",Dubai,UAE,ACTIVE
DHA-F-0046239,"THE WESTMINSTER SCHOOL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0000343,"THE WHITE HOUSE CLINIC",Dubai,UAE,ACTIVE
DHA-F-0046673,"THE WINCHESTER SCHOOL",Dubai,UAE,ACTIVE
DHA-F-0001584,"THORAYA AL MADENA PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-3787902,"THRIVE WELLBEING CENTRE BY DR SARAH RASMI",Dubai,UAE,ACTIVE
DHA-F-0001431,"THUMBAY CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0001966,"THUMBAY CLINIC LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001069,"THUMBAY CLINIC LLC BRANCH SATWA",Dubai,UAE,ACTIVE
DHA-F-0001172,"THUMBAY HOSPITAL LLC",Dubai,UAE,ACTIVE
DHA-F-0001233,"THUMBAY HOSPITAL PHARMACY",Dubai,UAE,ACTIVE
DHA-F-4291316,"THUMBAY PHARMACY 10 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0001713,"THUMBAY PHARMACY 10 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0047166,"THUMBAY PHARMACY 11 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0001675,"THUMBAY PHARMACY 13 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0001114,"THUMBAY PHARMACY 14 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0047379,"THUMBAY PHARMACY 16 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0046528,"THUMBAY PHARMACY 2 BR OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0045829,"THUMBAY PHARMACY 3 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0045880,"THUMBAY PHARMACY 4 LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0000215,"THUMBAY PHARMACY 5 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0000080,"THUMBAY PHARMACY 6 LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047352,"THUMBAY PHARMACY 7 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0001199,"THUMBAY PHARMACY 8 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0001380,"THUMBAY PHARMACY 9 BRANCH OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0000219,"THUMBAY PHARMACY DMCC",Dubai,UAE,ACTIVE
DHA-F-0001382,"THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-8587555,"THUMBAY PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047078,"THUMBAY PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0001964,"THUMBAY PHARMACY LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0000962,"THUMBAY PHARMACY ONE BR OF THUMBAY PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-2829214,"THYROCARE LABORATORIES L.L.C.",Dubai,UAE,ACTIVE
DHA-F-0047245,"TIMES SQUARE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0046229,"TINY HOME NURSERY",Dubai,UAE,ACTIVE
DHA-F-0046235,"TINY TOTS NURSERY",Dubai,UAE,ACTIVE
DHA-F-0002283,"TMC MEDICAL SERVICES 2 BR OF TMC MEDICAL SERVICES LLC",Dubai,UAE,ACTIVE
DHA-F-0046606,"TODAY OPTICS",Dubai,UAE,ACTIVE
DHA-F-8668071,"TOMOH ALAMAL HOME HEALTHCARE CENTER",Dubai,UAE,ACTIVE
DHA-F-0047643,"TOMORROW NURSERY",Dubai,UAE,ACTIVE
DHA-F-5038334,"TOOTH BOOTH DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-9073963,"TOOTH TASTIC DENTAL CLINIC LLC",Dubai,UAE,ACTIVE
DHA-F-0048022,"TOOTHSMITHS DENTAL CENTRE",Dubai,UAE,ACTIVE
DHA-F-0000597,"TOP CARE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-2079338,"TOP LIFE PHYSIOTHERAPY AND HIJJAMA CENTER",Dubai,UAE,ACTIVE
DHA-F-0046252,"TOP MEDICAL CENTER",Dubai,UAE,ACTIVE
DHA-F-0047699,"TOP MEDICAL CENTER (BR)",Dubai,UAE,ACTIVE
DHA-F-0048012,"TOP MEDICAL CENTER BR",Dubai,UAE,ACTIVE
DHA-F-0047041,"TOP MODERN DENTAL CLINIC-DUBAI KNOWLEDGE VILLAGE BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047393,"TOP MODERN DENTAL CLINIC-MAIN",Dubai,UAE,ACTIVE
DHA-F-0047389,"TOP MODERN DENTAL CLINIC-MIRDIF BRANCH",Dubai,UAE,ACTIVE
DHA-F-9492510,"TOP SMILE DENTAL CLINIC",Dubai,UAE,ACTIVE
DHA-F-0047592,"TOP TO TOES BEAUTY CENTER",Dubai,UAE,ACTIVE
DHA-F-0046030,"TOP VISION OPTICS",Dubai,UAE,ACTIVE
DHA-F-0001842,"TORONTO MEDICAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-0045636,"TORONTO SPECIALIZED CENTER",Dubai,UAE,ACTIVE
DHA-F-1856028,"TOTAL CARE CLINIC (BR. ALFUTTAIM HEALTHCARE SINGLE PERSON COMPANY LLC)",Dubai,UAE,ACTIVE
DHA-F-0245314,"TOTAL CARE CLINIC BR ALFUTTAIM HEALTHCARE SINGLE PERSON COMPANY LLC",Dubai,UAE,ACTIVE
DHA-F-6072383,"TOTAL CARE CLINIC BR. ALFUTTAIM HEALTHCARE SINGLE PERSON COMPANY",Dubai,UAE,ACTIVE
DHA-F-000TWHC,"TOWAR HEALTH CENTRE",Dubai,UAE,ACTIVE
DHA-F-0000070,"TOWER CLINIC DENTAL CLINC EST",Dubai,UAE,ACTIVE
DHA-F-8561453,"TOWER CLINIC FZ-LLC",Dubai,UAE,ACTIVE
DHA-F-0047599,"TOWN CENTER NURSERY BR( OF RAFFLES INTERNATIONAL SCHOOL (L.L.C)",Dubai,UAE,ACTIVE
DHA-F-0002552,"TOWN COMMUNITY PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0047535,"TOWN LIFE PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0002534,"TOWN SQUARE LIFE PHARMACY BR OF LIFE PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0047729,"TRACKS COMMUNITY PHARMACY",Dubai,UAE,ACTIVE
DHA-F-0046640,"TRADERS HOTEL",Dubai,UAE,ACTIVE
DHA-F-0001301,"TRAM LIFE PHARMACY LLC",Dubai,UAE,ACTIVE
DHA-F-0046810,"TRANQUILITY SPA & ALTERNATIVE MEDICINE CENTRE",Dubai,UAE,ACTIVE
DHA-F-0047316,"TRANS ARABIA DRUG STORE",Dubai,UAE,ACTIVE
DHA-F-0047198,"TRANS EMIRATES CONTRACTING",Dubai,UAE,ACTIVE
DHA-F-0000801,"TRANSFORM SPECIALIST MEDICAL CENTRE LLC",Dubai,UAE,ACTIVE
DHA-F-0001543,"TRANSFORM SPECIALIST MEDICAL CENTRE LLC BRANCH",Dubai,UAE,ACTIVE
DHA-F-0047747,"TRANSFORMBODY LADIES CENTER",Dubai,UAE,ACTIVE
DHA-F-6291296,"TRIO DENTAL CENTER LLC",Dubai,UAE,ACTIVE
DHA-F-5241230,"TRIVITA HOME HEALTHCARE L.L.C",Dubai,UAE,ACTIVE
DHA-F-0000584,"TRUCARE CLINICS LLC",Dubai,UAE,ACTIVE
DHA-F-0002337,"TRUDOC HEALTH CARE LLC",Dubai,UAE,ACTIVE
DHA-F-0002383,"TRUDOC HEALTHCARE LLC",Dubai,UAE,ACTIVE
DHA-F-7951406,"TRUDOC PHARMACY L.L.C",Dubai,UAE,ACTIVE
DHA-F-3538309,"TRUE SMILE WORKS DENTAL NETWORK L.L.C",Dubai,UAE,ACTIVE
